,countryCode,year,stateProvince,locality,elevation,elevationAccuracy,decimalLatitude,decimalLongitude
76979,FR,2011.0,,,,,48.08464,4.75526
206672,LU,1998.0,,,,,50.0253,6.03452
130206,SE,2006.0,Värmland,"Stadsparken, Viken, Vrm",,,59.37525,13.49764
158296,DK,2002.0,,Bramdrup,,,55.291308,9.431773
85038,FR,1999.0,,,,,44.53392,5.13635
159288,FI,1991.0,Uusimaa,Etelä-Vuosaari W,,,60.204886,25.130389
86647,GB,1989.0,England,St. Philips Marsh,,,51.450098,-2.569815
122699,SE,2007.0,Småland,"Apel (Skyddsvärt träd), Sm",,,56.97961,13.97872
108143,AX,2000.0,Ahvenanmaa,Strömma,,,60.299089,19.762304
142693,DE,,,MTB 4748: Radeburg; Quadrant: 3,,,51.224963,13.70828
59590,SE,2018.0,Östergötland,"Borkhults bruk fabrikskontoret, Ög",,,58.27828,16.18022
123320,SE,1994.0,Östergötland,"L. Målen 1200 m NNO, Ög",,,58.18895,15.03599
114249,FR,2010.0,,,,,47.35516,3.19871
207242,GB,2009.0,England,Scrub - V04,,,54.084457,-1.519978
230253,SE,1982.0,Småland,"L6 Råskog, Sm",,,57.7556,14.95444
185152,FR,2015.0,,,,,43.4141,2.01853
67845,SE,2018.0,Södermanland,"Viksätter so ladugården, Srm",,,59.09222,16.0846
133791,GB,1990.0,England,VC27 East Norfolk,,,52.808176,1.455612
58614,SE,1985.0,Småland,"L21 Nyhem 1100 m ONO, Sm",,,56.49571,14.9569
184501,DK,2020.0,,,,,55.228155,14.733184
46483,FI,1985.0,Kanta-Häme,,,,60.983507,24.438021
230718,SE,1987.0,Småland,"33 Sjöaborg 400 m NV, Sm",,,57.12696,15.26448
150626,BE,1998.0,,,,,50.99095,2.96599
119571,EE,1962.0,,"Kase tn 2, E. Mureli aed.",,,57.78018,26.05668
80766,FR,1998.0,,Pouille,,,47.3098,1.2884
192878,SE,1997.0,Skåne,"150m O småbåtshamn, Sk",,,56.22981,12.72192
73810,GB,2001.0,England,Spring Farm Park 15861/001,,,51.519472,0.215602
84198,DE,1996.0,,"Biot.44 Gewerbegebiet Oerlenbach (Hag, Bahn, Fa.Hegler u.Grenzschutz)",,,50.14,10.13
159197,FI,1995.0,Uusimaa,Nummi-Pusula,,,60.392985,24.103499
204465,DE,1985.0,,"Biot.15/14 Sachser Höhe / Pfaffen-Holz, südl. Gauaschach (Lkr.-Grenze)",,,50.03,9.93
21610,SE,1990.0,Uppland,"10J5fNE, Upl",,,59.29184,18.94259
57663,SE,2019.0,Västergötland,"Hästhagen Stora Amundö Askim, Vg",,,57.59278,11.91818
91364,GB,1997.0,England,Wilstead,,,52.075035,-0.440182
74172,GB,2005.0,England,Brentham Meadow 27873/001,,,51.530054,-0.306059
206177,GB,2015.0,England,,,,53.932505,-3.052413
7172,GB,2007.0,England,,,,50.112869,-5.344279
68786,FR,2008.0,,,,,47.56782,3.04357
15286,DK,2010.0,,Hirsholm,,,57.482767,10.624836
122354,SE,2009.0,Öland,"Trosnäs by O, Öl",,,57.07031,16.96336
117284,IT,2022.0,,,908.79,0.0,40.651073,16.059491
5889,SE,1978.0,Småland,"15 Byagården västra gdn 375 m V, Sm",,,56.83973,13.96268
5697,FR,2006.0,,,,,48.25532,3.06737
64471,SE,1996.0,Skåne,"Osbyholm, 1400m VSV slott, Sk",,,55.84753,13.57799
117480,IT,2021.0,,,100.0,0.0,44.505655,11.286612
160037,RU,2022.0,Moskva,,,,56.29094,37.899773
39244,SE,1995.0,Skåne,"400m NV kyrkan, Sk",,,56.07448,13.28058
92707,GB,1986.0,Wales,,,,52.26102,-3.040956
55649,SE,2015.0,Södermanland,"Nyköpings ställverk v om, Srm",,,58.76009,16.95228
65311,BE,1996.0,,,,,51.22397,4.44773
17060,RU,2014.0,Yaroslavl Oblast,,,,56.8125,38.625
34023,NO,2010.0,Viken,"Bønsnes, i veikant sør for gården, ved Bønsnesvn.",95.0,,60.0597,10.1972
229352,SE,1991.0,Västergötland,"250 m norr om YTTRE BACKA. Betesmark, åker, Vg",,,57.15823,13.09892
228570,SE,1999.0,Bohuslän,"Hakefjordsvägen, Rönnäng, Boh",,,57.94303,11.60353
95805,BE,2006.0,,,,,50.38587,4.51681
5184,FR,2005.0,,Suin,,,46.4432,4.44762
47726,CH,2016.0,Vd,,1470.0,,46.34284,6.95155
116707,DK,,,"Flintage, Lolland",,,54.763932,11.641666
37669,GB,2000.0,England,Sudbourne,,,52.139807,1.549777
39993,PT,2014.0,Vila Real,,450.0,,41.262543,-7.407489
88140,DK,2004.0,,,,,55.731999,10.897757
147155,GB,1986.0,England,,,,51.901026,-1.936003
222553,SE,1980.0,Södermanland,"10G7gno, Srm",,,59.41802,16.39967
33562,ES,,,"Etxauri, province of Navarra",413.0,,42.7953,-1.79028
201605,FR,2014.0,,,,,44.61273,0.25137
191428,GB,1984.0,England,SU05D,,,51.307616,-1.979866
216488,DE,2020.0,Hessen,,,,50.171579,8.629506
62552,SE,1995.0,Skåne,"200m S Grindhus, Sk",,,56.03924,13.18498
212568,IT,1996.0,,GE_QUAD_27O,,,44.39089,9.00535
205814,FR,2014.0,,,302.0,0.0,43.56186,3.25167
76539,GB,1999.0,Scotland,Barnshake area,,,55.862492,-4.678039
229963,SE,2017.0,Uppland,"Predikstolen, Hågadalen-Nåsten NR, Upl",,,59.80984,17.60054
125357,SE,1990.0,Uppland,"11H9hNE, Upl",,,59.94838,17.39334
18525,FI,2004.0,Keski-Suomi,"Vähä-Joutsa, Lammasahon ympäristö",,,61.722911,26.117306
146221,DE,2020.0,Bayern,,,,48.972237,12.393326
61406,SE,2019.0,Halland,"5. Håsten, Hl",,,57.11648,12.2784
19611,GB,2007.0,England,"Gardens of 815 - 817 The Ridge, Baldslow",,,50.893089,0.550953
60608,SE,1990.0,Uppland,"12H4jNW, Upl",,,60.17099,17.5392
17897,NO,,Vestfold,Mulviken - Mulåsen; Våle,0.0,0.0,59.473097,10.34134
178419,DE,,,MTB 3824: Elze; Quadrant: 1,,,52.174938,9.708153
22327,SE,2007.0,Dalarna,"Kloster, hagen ovan vägen, Dlr",,,60.37,16.16249
19277,DE,2016.0,,Entdeckerturm Langenholzen,,,51.995911,9.848321
156061,FI,2008.0,Päijät-Häme,Rautakankare,,,61.009376,25.582517
90353,GB,1900.0,England,VC3 South Devon,,,50.696045,-3.034942
84211,DE,2016.0,,,,,49.47,11.96
234584,IT,1977.0,,SANTA VITTORIA D'ALBA,,,44.697479,7.932093
228132,SE,1990.0,Uppland,"10I5aSE, Upl",,,59.29445,17.62607
88194,DK,2021.0,,,,,55.605234,9.82046
84376,DE,2016.0,,,,,49.47,11.87
60025,SE,2007.0,Småland,"Aplar (Skyddsvärt träd), Sm",,,56.8354,16.41258
86445,GB,2001.0,England,Bedminster Down and tip,,,51.429616,-2.619185
223221,SE,2018.0,Östergötland,"Ekö, 150 m NNO viken på öns västsida, Ög",,,58.55129,16.903
5652,FR,2004.0,,,,,47.5299,4.12974
134209,GB,2005.0,England,Longdown,,,50.712018,-3.608937
185349,FR,2009.0,,,,,44.78102,2.14965
81560,DE,1987.0,,"Kleinmünster,Höllbrunnen",,,50.09,10.45
91371,GB,1990.0,England,VC27 East Norfolk,,,52.782868,1.067958
121447,SE,2010.0,Öland,"Borgehage, väst, Öl",,,56.85389,16.61246
130340,SE,1985.0,Småland,"L21 Klevarna 450 m NO, Sm",,,57.92033,16.2127
60022,SE,2008.0,Öland,"Ramsättra, 300 m S Ramsättra kvarn, vid vägen, Öl",,,56.85227,16.72387
159487,UA,2021.0,Kiev City,,,,50.492428,30.52026
2813,GB,1962.0,Wales,,,,51.795979,-4.974272
39816,FR,2005.0,,"Lignon (Bords du, à Saint-Maurice-de-Lignon)",730.0,40.0,45.21061,4.17834
156136,AX,2004.0,Ahvenanmaa,"Öra, näset mot Alvarsholmen på båda sidor om landsvägen",,,60.222434,19.679659
151438,EE,2015.0,,taime atlase ruut: 17-29,,,58.25,24.916667
36492,DE,1984.0,,,,,49.96,10.38
67735,ES,2004.0,León,Santa Eulalia de Cabrera,1040.0,0.0,42.252,-6.594
152291,SE,2018.0,Närke,"Tångsätter, Nrk",,,59.12705,15.49385
140652,SE,1990.0,Uppland,"11J3dNW, Upl",,,59.65552,18.75464
49344,GB,1990.0,England,VC27 East Norfolk,,,52.516664,1.580107
205180,GB,1983.0,England,The Berth,,,52.805971,-2.854403
184535,DK,2009.0,,,,,55.74612,10.912324
20229,DE,,,MTB 4330: Benneckenstein im Harz; Quadrant: 3,,,51.624947,10.708182
112717,FR,1992.0,,Miallet,,,46.07216,2.83827
128158,DE,,,MTB 5808: Cochem; Quadrant: 4,,,50.124896,7.124743
113828,FR,1939.0,,,,,44.23189,6.69439
10626,FR,2013.0,,,,,47.43338,-1.5333
191458,GB,1981.0,England,Ipswich,,,52.07354,1.14385
107705,AX,2007.0,Ahvenanmaa,"Storsottunga, längs vandringsleden från Kråkviks stugby via Degermossen till bergen N om Lökvik",,,60.115987,20.66904
11102,DE,2008.0,,Streuobstbestand nordwestlich von Seiderzell,,,49.17,10.21
229831,SE,1980.0,Södermanland,"10I2bsv, Srm",,,59.15925,17.66259
126953,SE,2008.0,Södermanland,"S om Älgskärsudden, Srm",,,58.78823,17.50069
61240,SE,2009.0,Västergötland,"Vildapel (Skyddsvärt träd), Vg",,,58.1831,12.49298
142638,DE,,,MTB 5406: Bad Münstereifel; Quadrant: 3,,,50.52489,6.708064
17909,NO,,Hordaland,Stordø,0.0,0.0,59.82582,5.48698
210483,DK,2018.0,,,,,56.917719,10.261905
71701,GB,1926.0,Wales,,,,51.739918,-2.942762
229729,SE,1997.0,Skåne,"600m NV Blågård, Sk",,,55.46816,14.19247
7504,NO,1951.0,Rogaland,Bjerkreim: Vikeså,,,58.6343,6.0887
84752,DE,1985.0,,"s Wipfeld,Mainwiesen,Gebüschhänge,Klingenberg",,,49.91,10.18
98965,FR,2003.0,,PIERRE-PERTHUIS,,,47.4343,3.79151
38932,GB,2003.0,England,Somerton,,,52.127664,0.642806
60743,SE,2001.0,Östergötland,"Tignemåla, Ög",,,58.16783,15.59546
117998,ES,2019.0,,,11.0,0.0,40.694721,0.725556
69023,FR,2012.0,,,,,45.93666,5.69276
184077,FR,2011.0,,Goule (Au S.S.E. de la base de loisirs de),212.0,0.0,46.73153,2.79879
184237,SE,1973.0,Småland,"Knutstorp. 200m SO Knutstorp, Sm",,,57.82239,14.31167
139974,DE,2019.0,,Ebergraben - Nähe Teichel,,,50.790028,11.306595
3956,NO,1985.0,Vest-Agder,,0.0,0.0,58.210901,6.727297
159146,FI,1990.0,Uusimaa,Kurkimäki W,,,60.23076,25.056705
87899,GB,1995.0,England,Bury St Edmunds,,,52.256724,0.701764
157108,DE,2016.0,,"Straßenrand, Wald, Wiese, Graben; Gemeinde: Döckingen",,,48.96,10.74
161697,GB,2000.0,England,"Hedge 1158 (BRERC code), hinton blewett, central grid reference",,,51.308452,-2.591428
102549,DK,2016.0,,,,,55.815761,11.632613
224794,SE,2019.0,Halland,"Hönsaryd ädellövskog, Hl",,,57.48641,12.00641
15886,DK,1993.0,,Lejre,,,55.616161,11.944338
224306,SE,2016.0,Gotland,"Bölungs, Källunge, änge söder om, Gtl",,,57.61268,18.59311
102588,DK,2012.0,,,,,56.399716,10.212412
36951,FI,1989.0,Uusimaa,,,,60.458031,25.26127
16908,FR,1999.0,,,,,48.79614,2.70808
11242,DE,1985.0,,Lockere Gruppe von Hecken südöstlich Hundshof,,,49.82,10.87
65378,BE,2008.0,,,,,51.12194,5.23315
224417,SE,1998.0,Uppland,"Arholma, 250 m S om Havsbadens fyr, Upl",,,59.84215,19.10314
22854,SE,2007.0,Östergötland,"Björknäs, Ög",,,58.24938,15.46678
206507,DK,2021.0,,,,,56.244955,10.78767
196354,GB,1987.0,England,VC62 North-east Yorkshire,,,54.166694,-1.005912
51737,FR,2009.0,,,,,47.41746,2.59883
185181,FR,2010.0,,,,,50.00775,4.7913
54130,SE,1992.0,Västergötland,"Gräsmark 300 m O om SVARTSJÖNs sydspets, Vg",,,58.72172,14.27339
34502,NL,2022.0,,,45.0,0.0,52.827222,4.699167
85100,ES,,Hu,"Huesca, subespontánea en la huerta de Salas",445.0,0.0,42.1288887,-0.3911742
96323,GB,2002.0,England,,,,52.175212,-2.10378
79040,RU,2020.0,,,16.0,0.0,59.908102,30.236146
12565,IT,2022.0,Toscana,,,,43.19076,11.512708
73689,GB,2006.0,England,Christchurch Road Verge 22647/001,,,51.415717,-0.178385
38077,UA,2007.0,Sums'ka Oblast',,,,52.2572,33.3986
69938,GB,1987.0,England,Hemel Hempstead,,,51.76946,-0.450738
192079,SE,2003.0,Östergötland,"Bjuggö, Ög",,,58.01708,15.83132
178928,DE,,,MTB 7645: Rotthalmünster; Quadrant: 2,,,48.374944,13.291604
126846,SE,2011.0,Öland,"500 m ONO Viksjö, Öl",,,57.17377,16.98555
86585,GB,1990.0,England,Wellow Lane & Hintonfield Farm,,,51.307127,-2.338509
102188,BE,2018.0,Antwerp,,,,51.45371,4.52409
135188,FR,2005.0,,,,,46.0318,3.74716
122837,SE,2013.0,Södermanland,"Hammaren vid torpet, Srm",,,59.01334,17.16668
81281,DK,2007.0,,,,,55.162295,12.021987
810,GB,2020.0,England,lynemouth,,,55.212397,-1.545796
71155,EE,2015.0,,taime atlase ruut: 21-46,,,57.85,27.75
57587,SE,2022.0,Uppland,"Morga hage, Upl",,,59.76246,17.63674
13502,NO,2020.0,Agder,"Nakkestad ost 2, Lyngdal, Ag",,,58.068315,7.078733
227908,SE,1995.0,Närke,"Östansjö, Breslätt, i kraftledning, Nrk",,,59.03971,14.98046
131766,DE,,,MTB 6029: Knetzgau; Quadrant: 3,,,49.924928,10.541514
223954,SE,1998.0,Skåne,"200m SV L i Lärkeröd, Sk",,,56.31142,13.14049
143042,DE,,,MTB 4743: Mutzschen; Quadrant: 1,,,51.27496,12.874923
201220,GB,1980.0,England,Pultheley,,,52.54415,-2.996769
37199,GB,1994.0,Scotland,"Drumglass, 1km sq",,,56.037385,-4.481432
17552,DE,2013.0,,Streuobstbestände im Griesthal und am Kilbrakhof,,,47.92,10.37
4338,DE,,,MTB 4013: Warendorf; Quadrant: 3,,,51.924922,7.874761
104487,GB,1994.0,Scotland,Wallhouse Farm,,,55.934163,-3.674316
209961,FR,2013.0,,Piscine (Etang),375.0,0.0,45.76164,4.10556
204786,GB,1998.0,England,Middleton Scriven Church,,,52.484932,-2.470445
2672,FR,2001.0,,Chartreuse (Ruines de l'ancienne),740.0,0.0,45.89195,2.77432
7438,NO,2010.0,Viken,"Bragernesåsen, rett på N-siden av Boktrykker Købkes vei 20 m Ø f krysset med Skarveien.",,,59.7519,10.21
189210,DE,,,MTB 3019: Weyhe; Quadrant: 1,,,52.974941,8.874795
85608,FR,1995.0,,,,,44.97428,5.9816
22224,SE,1990.0,Södermanland,"10H9eNW, Srm",,,59.50309,17.06335
117305,DE,2020.0,,,80.98,0.0,52.614629,9.763796
140132,DK,2009.0,,,,,55.906707,9.403725
128751,DE,,,MTB 3652: Booßen; Quadrant: 2,,,52.374989,14.458299
102349,DK,2021.0,,,,,55.059996,14.841853
52699,DE,2012.0,,Streuobstwiesen am nördlichen Ortsrand von Markt Wald,,,48.12,10.62
126278,SE,2006.0,Östergötland,"Jägestorp, Ög",,,58.68987,15.62913
85099,ES,,Po,Illa de Ons,70.0,0.0,42.4088013,-8.9413444
107616,FI,1992.0,Uusimaa,Maununneva E,,,60.246506,24.911282
223610,SE,1991.0,Gotland,"Änges 1:46-Sigdes O-Gläves V, Gtl",,,57.24182,18.53016
228651,SE,2008.0,Gotland,"Apel (Skyddsvärt träd), Gtl",,,57.03805,18.30817
69474,DE,,,MTB 6517: Mannheim-Südost; Quadrant: 1,,,49.474896,8.541456
3043,NL,1997.0,,,,,52.632301,4.63101
184518,DK,2013.0,,,,,56.237657,10.337879
15170,DK,2002.0,,Hvitvedgård Plantage,,,56.325143,10.510639
201678,GB,2015.0,Scotland,Alves Mains,,,57.643895,-3.467474
78898,BE,2022.0,,,181.16,0.0,50.078394,4.510435
79856,GB,2007.0,England,Withheld,,,52.731512,-1.483132
10565,FR,2018.0,,,,,42.98183,1.77622
201250,GB,1984.0,England,Hayton's Bent,,,52.420328,-2.714585
62215,SE,1989.0,Skåne,"200m S Överstegården, Sk",,,56.16204,14.29549
38637,FR,2019.0,,,,,47.91427,-2.18477
16104,GB,2010.0,England,Blacka Moor,,,53.322052,-1.584868
224396,SE,2008.0,Halland,"Obbhult, Hl",,,57.12639,12.51294
207177,NO,1993.0,Sogn og Fjordane,"Sula, vestre del",,,61.081129,4.82734
12741,RU,2021.0,Moscow City,,,,55.859428,37.452248
158443,DK,2001.0,,Høsterkøb SØ,,,55.85045,12.482957
157329,FR,2002.0,France métropolitaine,,,,47.80615,-2.47207
5938,SE,1984.0,Småland,"Kråkelund, Sm",,,57.44805,16.72378
134890,FR,2007.0,,,,,47.61733,3.57636
109271,GB,1988.0,England,West Wood CWS,,,52.252184,-0.547512
95610,GB,1988.0,Scotland,Newcraighall,,,55.931806,-3.081955
3790,NL,1975.0,,,,,52.770111,6.90605
192251,FR,2021.0,,,51.0,0.0,49.22183,-0.24038
121539,SE,2006.0,Södermanland,"Oxelösund, Gamla Oxelösund nära båthamnen, Srm",,,58.66445,17.12699
6219,GB,2005.0,England,,,,52.220042,1.263289
125522,SE,1999.0,Östergötland,"Sofielund, Ög",,,58.32548,15.5899
150436,GB,2009.0,Scotland,Burn of Cairnfield,,,57.65443,-2.982759
48802,DE,,,MTB 6610: Homburg; Quadrant: 1,,,49.374893,7.374751
186417,FI,2021.0,Varsinais-Suomi,Kukonpää,,,60.451662,22.115407
123832,SE,2017.0,Småland,"Orranäs gärde, Sm",,,56.85168,15.71033
75161,GB,1984.0,England,SU19Q,,,51.613091,-1.763104
82135,DE,1988.0,,,,,50.07,10.74
51080,FR,2004.0,,,,,44.74109,2.1789
228531,SE,1997.0,Skåne,"500m OSO Norregård, Sk",,,56.01046,13.31363
215333,GB,2005.0,England,"Hull waterfront, west of river",,,53.741391,-0.341239
62044,SE,2016.0,Öland,"Kalmar län, Öl",,,56.8745,16.65988
111253,GB,1992.0,England,"Snilesworth, E of",,,54.347798,-1.186159
93184,SE,1992.0,Gotland,"Stora och Lilla Banne och mot V-Angelbos, Gtl",,,57.7754,18.77201
20138,DE,,,MTB 5824: Gräfendorf; Quadrant: 1,,,50.174915,9.708157
4164,RU,2020.0,Moskva,,,,56.649395,38.296521
81233,FR,1983.0,,,,,49.28759,6.36795
111841,LU,1986.0,,Um Bierg,,,49.5446,5.8572
147449,SE,1990.0,Uppland,"11J4gSW, Upl",,,59.67168,19.02244
87075,DE,2010.0,,Galerieauwälder am Sinninger Bach und einer Ausleitung desselben südöstlich von Rohrenfels,,,48.67,11.12
84703,DE,1975.0,,,,,50.16,9.86
55135,SE,2009.0,Blekinge,"Ronneby, 500 m OSO Hultagölen, Bl",,,56.20681,15.30813
222037,SE,2007.0,Östergötland,"smedstorp, Ög",,,58.05643,15.27108
53948,SE,1991.0,Västergötland,"STOMMEN, Vg",,,57.61716,13.05146
71238,EE,1999.0,,Kuressaare linn,,,58.239431,22.478352
221393,SE,2001.0,Östergötland,"Gistad, Ög",,,58.45544,15.90049
82968,SE,1974.0,Småland,"A6 övningsområde. 1.6km S Ekhagskyrkan, Sm",,,57.76385,14.22335
122418,SE,1985.0,Västergötland,"ENEDAL, åker och äng, Vg",,,57.56306,13.12576
81469,NL,2016.0,Zeeland,Biervliet - Koninginnehaven e.o.,,,51.3,3.7
110348,SE,1990.0,Uppland,"11J2cNE, Upl",,,59.61168,18.70648
229386,SE,1980.0,Södermanland,"10G0iso, Srm",,,59.0805,16.56824
156307,SE,1981.0,Dalsland,"Rusenberg, 600 m SV om, Dls",,,58.52969,12.38701
43256,FR,2013.0,,,,,49.14041,2.30025
55518,SE,2006.0,Småland,"Aplar (Skyddsvärt träd), Sm",,,56.93805,16.42691
57551,SE,1996.0,Närke,"Derbol, Nrk",,,59.14204,15.68485
106295,FR,1864.0,Limousin,,,,46.28268,0.96094
195809,GB,2012.0,England,Manwood Copse,,,50.984349,-2.036276
66116,NO,2019.0,Rogaland,"Nybø 4, Stavanger, Ro",,,59.162111,5.938322
157429,DK,2005.0,,Nystrup Plant.,,,57.007258,8.529422
10238,FR,2006.0,,,,,45.48265,2.53093
209408,NL,2021.0,Groningen,Scheemda,,,53.15,6.95
220759,SE,1990.0,Uppland,"11H4jNE, Upl",,,59.72182,17.56036
117555,NL,2020.0,,,-0.41,0.0,52.298386,5.124784
38807,FR,2017.0,,,,,47.04913,-0.50438
72674,GB,2004.0,England,New Years Green Covert 26122/002,,,51.578299,-0.465026
181217,GB,2012.0,England,"Boroughbridge, riverside path west of A1(M)",,,54.09297,-1.412853
94354,NL,2022.0,Drenthe,Dwingelderveld - t.h.v. Noordster,,,52.8,6.35
200334,GB,1990.0,England,VC27 East Norfolk,,,52.742237,1.242921
117681,FR,2020.0,,,76.33,0.0,50.646095,1.611064
99016,FR,1999.0,,SAINT-GEORGES-DE-LA-COUEE,,,47.8267,0.588481
12062,GB,1996.0,Wales,,,,51.767692,-3.580266
162349,SE,2001.0,Östergötland,"Söderö, Ög",,,58.09034,15.86162
60322,SE,2020.0,Östergötland,"Brenäs 175 m s, Ög",,,58.91391,16.0126
73427,GB,2006.0,England,Wooded edge to the west 21165/002,,,51.330009,-0.156649
51272,FR,2000.0,,,,,45.10382,3.31785
192969,AT,1935.0,,"[Steiermark] Grabnerhof bei Admont [MTB 8452/2; 47°35'36'' N, 14°29'32'' E, exactn.: 500 m]",700.0,,47.59333,14.49222
181515,GB,2015.0,England,Geffers Ride North Ascot,,,51.413431,-0.687417
118605,DE,2017.0,,um die Menach,,,48.99,12.7
202495,FR,2007.0,,,,,49.21209,3.92686
54843,SE,1991.0,Västergötland,"200 m söder om BJÖRNÅSEN. Betesmark, torprester, Vg",,,57.50677,12.81944
228189,SE,2016.0,Gotland,"Säcken P18 änget, Gtl",,,57.59084,18.26094
101752,AT,2014.0,,Elsbethen,660.0,,47.76,13.13
48951,DE,,,MTB 6709: Blieskastel; Quadrant: 3,,,49.22488,7.208079
154810,DE,,,MTB 7435: Pfaffenhofen an der Ilm; Quadrant: 3,,,48.524918,11.541547
11685,FR,1785.0,,Soucieu-en-Jarrest,,,45.67711,4.69216
14628,NL,2020.0,,,8.0,0.0,53.190254,5.824769
15490,DK,2000.0,,Linalyst SV,,,56.890006,9.581335
46632,NO,2020.0,Viken,"Østfold, Hvaler, Kirkøy, Botnekilen båthavn, Hvaler, Vi",,,59.074211,11.043412
228845,SE,1993.0,Skåne,"400m NO Nybo, Sk",,,56.19396,13.93657
133297,DE,,,MTB 5622: Steinau an der Straße; Quadrant: 1,,,50.374915,9.374814
3592,FR,1905.0,,,,,46.87756,4.60275
184666,DK,2021.0,,,,,56.036496,10.260111
93374,ES,,So,Navaleno,,,41.8688548,-3.0612229
123714,SE,1994.0,Skåne,"Arkelstorp, Sk",,,56.17175,14.28222
179607,FR,1980.0,,,,,45.07195,1.88927
125500,SE,1989.0,Gotland,"Lillklint med omgivningar, Gtl",,,57.59043,18.17144
3340,DE,2016.0,,TK25 Blatt 6512/1 - Siegelbach / Erfenbach / Otterbach,,,49.473911,7.707486
91012,GB,2013.0,England,"Marfleet - Withernsea Railway, section E",,,53.707976,-0.061492
78364,NO,2014.0,Rogaland,"Storajuvet, Sandnes, Ro",,,59.016209,6.313315
159757,RU,2019.0,Bryansk,,,,53.276976,34.369302
229435,SE,2001.0,Östergötland,"Gistad, Ög",,,58.47299,15.89773
102232,BE,2016.0,West Flanders,,,,51.19433,3.22111
112287,LV,2020.0,,,,,56.686588,25.939499
104594,GB,1998.0,Scotland,"Lochhill, near",,,55.863442,-3.902982
36323,DE,2001.0,,Bruckmühle,,,49.94,11.64
71398,EE,2017.0,,Kiisamaa küla,,,58.53277,24.17716
20856,GB,1988.0,England,,,,52.195445,0.822435
201893,SE,1979.0,Östergötland,"Äppelholmen, Ög",,,58.5358,16.92286
211737,GB,2000.0,England,"Britannia Ironworks, Bedford",,,52.129895,-0.475522
5122,FR,2002.0,,Dixmont,,,48.0826,3.42759
98093,FR,2011.0,,,,,47.02385,-1.75249
5372,FR,2007.0,,Haussimont,,,48.7463,4.16409
199542,GB,1968.0,England,Stow Wood,,,51.789906,-1.188765
229140,SE,2011.0,Skåne,"Barkåkra: 700 m SSO punkt 19.01, Sk",,,56.29664,12.82332
74164,GB,2002.0,England,"N of Church Road, Whiteheart Lane Station 31247/005",,,51.60309,-0.070736
85611,FR,1994.0,,,,,45.16076,5.73685
21791,FR,2019.0,,,,,47.88049,1.85494
127239,FR,1880.0,,Arras-sur-Rhône,250.0,130.0,45.14362,4.80378
51623,FR,2005.0,,,,,47.34767,3.62023
59140,SE,2003.0,Östergötland,"Bjuggö, Ög",,,58.01526,15.82633
144461,DE,,,MTB 6138: Erbendorf; Quadrant: 4,,,49.824944,12.1249
217528,GB,2016.0,England,Cockney Hill E Reading,,,51.448041,-1.021492
132448,DE,1987.0,,"e Dampfach, Erlesbach,Stöckach,Frauenholz",,,49.99,10.45
216129,SE,2021.0,Bohuslän,"Vadbacken, Tureborg, Uddevalla, Boh",,,58.34466,11.94104
13625,GB,1993.0,England,Oreton,,,52.425857,-2.51614
190018,NL,2019.0,,,-3.31,0.0,52.346339,4.652479
54769,SE,2001.0,Östergötland,"Särstad, Ög",,,58.46825,15.92868
223948,SE,1997.0,Bohuslän,"Cirka 200-400 m SSV om gården ROTVIK, S om väg 161, Boh",,,58.34192,11.67687
46951,SE,1978.0,Östergötland,"Mittpunkt i kartblad 9G0j, Ög",,,58.64247,16.62316
226610,SE,2005.0,Östergötland,"Kruktorpet, Ög",,,58.32634,16.66283
68612,FR,2014.0,,,,,47.96519,1.99106
130546,FR,2022.0,,,139.0,0.0,50.304099,2.941347
222525,SE,1990.0,Uppland,"12I3gNW, Upl",,,60.11641,18.16599
4705,DE,,,MTB 5632: Neustadt bei Coburg; Quadrant: 1,,,50.374931,11.041534
124399,SE,1993.0,Skåne,"600m NO Henningsberg, Sk",,,56.04805,14.30316
129313,DE,,,MTB 6416: Mannheim-Nordwest; Quadrant: 3,,,49.524896,8.374786
182170,FR,2009.0,,,,,44.94154,3.90442
221273,SE,1980.0,Södermanland,"10I5gnv, Srm",,,59.30924,18.10981
165388,FR,2012.0,,,,,48.71009,-3.46277
124038,SE,1989.0,Västergötland,"Strand, vägkant m m på FLATHOLMEN, Vg",,,57.69965,11.80155
102646,DK,2010.0,,,,,56.559682,8.422819
108074,FR,1858.0,,Bourges,,,47.0845,2.40426
95988,GB,2003.0,England,,,,52.246776,-2.309002
116904,FI,2017.0,Päijät-Häme,Heinolan keskustan [YKJ-km] ruutu,,,61.201871,26.038922
4463,DE,,,MTB 4113: Enniger; Quadrant: 3,,,51.824922,7.874763
14479,LU,2021.0,Luxembourg,,,,49.701731,6.047388
78800,FR,2021.0,,,159.51,0.0,48.190351,-2.197047
11253,DE,2006.0,,Ehemaliger Weinberg am Westhang des Geißsteiges,,,50.07,9.87
98708,FR,2002.0,,,,,46.85074,5.10416
92909,SE,1990.0,Uppland,"11J6fSE, Upl",,,59.76238,18.98664
79011,FR,2022.0,,,136.5,0.0,44.613933,0.191092
69541,DE,,,MTB 3137: Werben /Elbe; Quadrant: 3,,,52.824963,11.874884
62859,SE,1995.0,Närke,"Ekers kyrka, V om vid Ekbacken, Nrk",,,59.31886,15.12825
2517,SE,1991.0,Västergötland,"Köpmanstorp, NORDGÅRDEN. Blandskog nära intill gården, Vg",,,57.86455,13.57192
